28.03.2023 08:44:00;0.35396397
28.03.2023 08:44:15;0.3061394
28.03.2023 08:44:30;0.23770523
28.03.2023 08:44:45;0.5136165
28.03.2023 08:45:00;0.9412723
28.03.2023 08:45:15;0.5812167
28.03.2023 08:45:30;0.388435
28.03.2023 08:45:45;0.5637715
28.03.2023 08:46:00;0.7245943
28.03.2023 08:46:15;0.35495132
28.03.2023 08:46:30;0.63122314
28.03.2023 08:46:45;0.36927456
28.03.2023 08:47:00;0.4676013
28.03.2023 08:47:15;0.93595773
28.03.2023 08:47:30;0.14191264
28.03.2023 08:47:45;0.882535
28.03.2023 08:48:00;0.4062763
28.03.2023 08:48:15;0.4980452
28.03.2023 08:48:30;0.38551795
28.03.2023 08:48:45;0.4176451
28.03.2023 08:49:00;0.09701908
28.03.2023 08:49:15;0.18211019
28.03.2023 08:49:30;0.47776026
28.03.2023 08:49:45;0.8642072
28.03.2023 08:50:00;0.9306689
28.03.2023 08:50:15;0.2869379
28.03.2023 08:50:30;0.3127964
28.03.2023 08:50:45;0.0620386
28.03.2023 08:51:00;0.39474893
28.03.2023 08:51:15;0.16867054
28.03.2023 08:51:30;0.2928552
28.03.2023 08:51:45;0.49153346
28.03.2023 08:52:00;0.7632826
28.03.2023 08:52:15;0.8342286
28.03.2023 08:52:30;0.63298136
28.03.2023 08:52:45;0.5668643
28.03.2023 08:53:00;0.29240358
28.03.2023 08:53:15;0.07150251
28.03.2023 08:53:30;0.19880205
28.03.2023 08:53:45;0.14332229
28.03.2023 08:54:00;0.26414394
28.03.2023 08:54:15;0.72761774
28.03.2023 08:54:30;0.8322125
28.03.2023 08:54:45;0.8551794
28.03.2023 08:55:00;0.17934537
28.03.2023 08:55:15;0.29807317
28.03.2023 08:55:30;0.6847931
28.03.2023 08:55:45;0.65389454
28.03.2023 08:56:00;0.89832383
28.03.2023 08:56:15;0.899276
28.03.2023 08:56:30;0.407906
28.03.2023 08:56:45;0.31377995
28.03.2023 08:57:00;0.6750778
28.03.2023 08:57:15;0.49324536
28.03.2023 08:57:30;0.2286889
28.03.2023 08:57:45;0.6870361
28.03.2023 08:58:00;0.45343965
28.03.2023 08:58:15;0.6474925
28.03.2023 08:58:30;0.20011193
28.03.2023 08:58:45;0.42410254
28.03.2023 08:59:00;0.8832364
28.03.2023 08:59:15;0.3298722
28.03.2023 08:59:30;0.869045
28.03.2023 08:59:45;0.60844463
28.03.2023 09:00:00;0.67846924
28.03.2023 09:00:15;0.1452285
28.03.2023 09:00:30;0.51769483
28.03.2023 09:00:45;0.99521244
28.03.2023 09:01:00;0.85059667
28.03.2023 09:01:15;0.85876125
28.03.2023 09:01:30;0.15022492
28.03.2023 09:01:45;0.076794386
28.03.2023 09:02:00;0.19668972
28.03.2023 09:02:15;0.064146936
28.03.2023 09:02:30;0.8079034
